ability	subjectN	subjectOG	trial	stim	order	condition	resp_1	resp_2	response	error	resp_num	RT	init_time	distractor	rt	initTime	DV_inmot	DV_velmax	DV_velmax_start	DV_dist	DV_ADavg	DV_AUC	DV_xflp_tot	DV_ang_tot
1	2	10	58	The baby touches the hamster.wav	60	declarative	~The hamster is touched by the baby right.jpg	~The hamster is touched by the baby wrong.jpg	~The hamster is touched by the baby right.jpg	0	1	1805	118	2	1789.000000	149.000000	1640.000000	4532.385184	1711.000000	867.999479	151.956140	0.744045	0.000000	34.000000
1	2	10	59	The seagull chases the tourist.wav	61	declarative	~The tourist is chased by the seagull wrong.jpg	~The tourist is chased by the seagull right.jpg	~The tourist is chased by the seagull right.jpg	0	2	1649	181	1	1649.000000	181.000000	1468.000000	5313.144609	1524.000000	954.619796	199.361905	0.749397	3.000000	17.000000
1	2	10	60	The rabbit is in the red box.wav	62	preposition	~The rabbit is in the red box wrong.jpg	~The rabbit is in the red box right.jpg	~The rabbit is in the red box right.jpg	0	2	1493	87	1	1493.000000	87.000000	1406.000000	5193.602247	1415.000000	1052.222067	165.931579	0.932387	6.000000	10.000000
1	2	10	61	The girl using a phone needs a cab.wav	63	RC	~The girl using a phone needs a cab wrong.jpg	~The girl using a phone needs a cab right.jpg	~The girl using a phone needs a cab right.jpg	0	2	2556	104	1	2556.000000	151.000000	2405.000000	6591.653091	2478.000000	942.354943	227.506098	0.887074	1.000000	37.000000
1	2	10	62	The turtle was carried by the sheep.wav	64	passive	~The turtle was carried by the sheep right.jpg	~The turtle was carried by the sheep wrong.jpg	~The turtle was carried by the sheep right.jpg	0	1	1789	118	2	1789.000000	134.000000	1655.000000	4020.738897	1711.000000	896.445246	178.201754	0.898476	1.000000	19.000000
1	2	10	63	The man cutting a board makes tables.wav	65	RC	~The man cutting a board makes tables right.jpg	~The man cutting a board makes tables wrong.jpg	~The man cutting a board makes tables right.jpg	0	1	1431	41	2	1431.000000	56.000000	1375.000000	6313.472216	1353.000000	1004.108522	225.472527	0.687408	0.000000	16.000000
1	2	10	64	The daughter made a sweater for her dad.wav	66	dative	~The daughter made a sweater for her dad right.jpg	~The daughter made a sweater for her dad wrong.jpg	~The daughter made a sweater for her dad right.jpg	0	1	1978	134	2	1978.000000	165.000000	1813.000000	5311.993697	1899.000000	1018.001723	204.015873	0.917206	2.000000	26.000000
1	2	10	65	The clerk handed change to the shopper.wav	67	dative	~The clerk handed change to the shopper right.jpg	~The clerk handed change to the shopper wrong.jpg	~The clerk handed change to the shopper right.jpg	0	1	1790	259	2	1790.000000	274.000000	1516.000000	5142.968710	1712.000000	950.283936	257.043478	0.740965	2.000000	14.000000
1	2	10	66	The grandpaw told stories to the boy.wav	68	dative	~The grandpaw told stories to the boy right.jpg	~The grandpaw told stories to the boy wrong.jpg	~The grandpaw told stories to the boy right.jpg	0	1	2040	274	2	2040.000000	290.000000	1750.000000	3121.306831	1962.000000	1010.869990	191.415385	0.846917	3.000000	15.000000
1	2	10	67	The chef was suprised by the mailman.wav	69	passive	~The chef was suprised by the mailman right.jpg	~The chef was suprised by the mailman wrong.jpg	~The chef was suprised by the mailman right.jpg	0	1	2399	212	2	2399.000000	212.000000	2187.000000	5512.077001	2321.000000	920.960321	196.474026	0.899926	1.000000	11.000000
1	2	10	68	The nurse hugs the surgeon.wav	70	declarative	~The surgeon is hugged by the nurse wrong.jpg	~The surgeon is hugged by the nurse right.jpg	~The surgeon is hugged by the nurse right.jpg	0	2	1478	197	1	1478.000000	197.000000	1281.000000	7274.668263	1400.000000	937.147489	241.361702	0.798292	1.000000	11.000000
1	2	10	69	The couple reading the map is lost.wav	71	RC	~The couple reading the map is lost wrong.jpg	~The couple reading the map is lost right.jpg	~The couple reading the map is lost right.jpg	0	2	1884	150	1	1869.000000	150.000000	1719.000000	5259.959580	1790.000000	799.974563	111.012605	0.700997	2.000000	16.000000
1	2	10	70	The tiger lifts the bear.wav	72	declarative	~The bear was lifted by the tiger right.jpg	~The bear was lifted by the tiger wrong.jpg	~The bear was lifted by the tiger right.jpg	0	1	1399	134	2	1399.000000	149.000000	1250.000000	5627.402156	1321.000000	883.330305	168.235955	0.722032	1.000000	9.000000
1	2	10	71	The zebra kicks the horse.wav	73	declarative	~The horse is kicked by the zebra right.jpg	~The horse is kicked by the zebra wrong.jpg	~The horse is kicked by the zebra right.jpg	0	1	1228	87	2	1228.000000	119.000000	1109.000000	6051.903768	1150.000000	932.388594	166.294872	0.671607	0.000000	16.000000
1	2	10	72	The boxer is punched by the kangeroo.wav	74	passive	~The boxer is punched by the kangeroo wrong.jpg	~The boxer is punched by the kangeroo right.jpg	~The boxer is punched by the kangeroo right.jpg	0	2	1961	40	1	1946.000000	352.000000	1594.000000	7193.876780	1868.000000	1115.322611	274.104839	0.975130	2.000000	10.000000
1	2	10	73	The duck was led by the penguin.wav	75	passive	~The duck was led by the penguin right.jpg	~The duck was led by the penguin wrong.jpg	~The duck was led by the penguin wrong.jpg	1	2	2759	71	2	2759.000000	118.000000	2641.000000	1356.836375	2680.000000	1073.676255	200.346591	0.909959	4.000000	16.000000
1	2	10	74	The husband was fed by his wife.wav	76	passive	~The husband was fed by his wife right.jpg	~The husband was fed by his wife wrong.jpg	~The husband was fed by his wife right.jpg	0	1	1883	243	2	1883.000000	274.000000	1609.000000	6495.301899	1805.000000	910.211134	230.341667	0.757832	1.000000	7.000000
1	2	10	75	The daughter kisses the king.wav	77	declarative	~The king was kissed by his daughter right.jpg	~The king was kissed by his daughter wrong.jpg	~The king was kissed by his daughter right.jpg	0	1	1555	165	2	1555.000000	165.000000	1390.000000	4938.864683	1477.000000	931.200973	228.808081	0.730184	2.000000	12.000000
1	2	10	76	The actor brought pears to the actress.wav	78	dative	~The actor brought pears to the actress wrong.jpg	~The actor brought pears to the actress right.jpg	~The actor brought pears to the actress right.jpg	0	2	1775	103	1	1760.000000	103.000000	1657.000000	4855.019100	1681.000000	913.257308	175.723214	0.936184	4.000000	8.000000
1	2	10	77	The nephew showed the website to his aunt.wav	79	dative	~The nephew showed the website to his aunt right.jpg	~The nephew showed the website to his aunt wrong.jpg	~The nephew showed the website to his aunt wrong.jpg	1	2	2821	87	2	2821.000000	102.000000	2719.000000	5464.972915	2743.000000	1014.305094	204.788889	0.948637	3.000000	29.000000
1	2	10	78	The guy drinking coffee is reading books.wav	80	RC	~The guy drinking coffee is reading books wrong.jpg	~The guy drinking coffee is reading books right.jpg	~The guy drinking coffee is reading books right.jpg	0	2	2789	102	1	2789.000000	165.000000	2624.000000	1768.999265	2711.000000	1045.630433	145.522472	0.964530	2.000000	16.000000
1	2	10	79	The man eating snacks is watching tv.wav	81	RC	~The man eating snacks is watching tv wrong.jpg	~The man eating snacks is watching tv right.jpg	~The man eating snacks is watching tv right.jpg	0	2	1962	56	1	1962.000000	102.000000	1860.000000	3804.761512	1884.000000	997.934181	189.628000	0.878858	3.000000	19.000000
1	2	10	80	The skier was crushed by the snowboard.wav	82	passive	~The skier was crushed by the snowboard right.jpg	~The skier was crushed by the snowboard wrong.jpg	~The skier was crushed by the snowboard right.jpg	0	1	2446	118	2	2446.000000	196.000000	2250.000000	2689.221790	2368.000000	1029.929391	182.916667	0.877927	2.000000	19.000000
1	2	10	81	The groom gave a gift to the bride.wav	83	dative	~The groom gave a gift to the bride right.jpg	~The groom gave a gift to the bride wrong.jpg	~The groom gave a gift to the bride right.jpg	0	1	1602	71	2	1602.000000	71.000000	1531.000000	4060.746462	1477.000000	908.801632	190.147059	0.737959	3.000000	11.000000
1	2	10	82	The monster is behind the sofa.wav	84	preposition	~The monster is behind the sofa right.jpg	~The monster is behind the sofa wrong.jpg	~The monster is behind the sofa right.jpg	0	1	1509	275	2	1509.000000	275.000000	1234.000000	5347.785613	1416.000000	920.482710	208.927083	0.797983	1.000000	5.000000
1	2	10	83	The robber shoots the policeman.wav	85	declarative	~The policeman is shot by the robber wrong.jpg	~The policeman is shot by the robber right.jpg	~The policeman is shot by the robber right.jpg	0	2	1634	150	1	1634.000000	259.000000	1375.000000	7397.320510	1556.000000	929.934556	241.394231	0.745047	2.000000	12.000000
1	3	11	1	The children like sliding down the slide.wav	2	practice	~The children like sliding down the slide right.jpg	~The children like sliding down the slide wrong.jpg	~The children like sliding down the slide right.jpg	0	1	1939	190	2	1939.000000	346.000000	1593.000000	3757.259361	1783.000000	917.017550	150.833333	0.767542	3.000000	9.000000
1	3	11	2	The classmates are holding hands.wav	3	practice	~The classmates are holding hands wrong.jpg	~The classmates are holding hands right.jpg	~The classmates are holding hands right.jpg	0	2	1618	322	1	1618.000000	540.000000	1078.000000	4282.373511	1431.000000	1006.190757	198.737293	0.595164	2.000000	13.000000
1	3	11	3	The housewife is washing the car.wav	4	practice	~The housewife is washing the car wrong.jpg	~The housewife is washing the car right.jpg	~The housewife is washing the car right.jpg	0	2	2010	26	1	2010.000000	229.000000	1781.000000	10141.890892	1572.000000	2122.944991	284.031371	0.864029	2.000000	11.000000
1	3	11	4	The person shivering caught a cold.wav	5	practice	~The person shivering caught a cold right.jpg	~The person shivering caught a cold wrong.jpg	~The person shivering caught a cold right.jpg	0	1	1494	72	2	1494.000000	88.000000	1406.000000	6095.800965	1369.000000	1150.029840	230.273684	1.009857	5.000000	11.000000
1	3	11	5	The policeman caught a theif.wav	6	practice	~The policeman caught a theif right.jpg	~The policeman caught a theif wrong.jpg	~The policeman caught a theif right.jpg	0	1	1228	56	2	1228.000000	134.000000	1094.000000	4029.670624	1087.000000	963.775870	161.882451	0.864048	1.000000	9.000000
1	3	11	6	The secretary answered the call.wav	7	practice	~The secretary answered the call right.jpg	~The secretary answered the call wrong.jpg	~The secretary answered the call right.jpg	0	1	1618	87	2	1618.000000	103.000000	1515.000000	5070.908205	1446.000000	1088.684428	252.456311	0.844870	3.000000	7.000000
1	3	11	7	The worker has a white mustache.wav	8	practice	~The worker has a white mustache wrong.jpg	~The worker has a white mustache right.jpg	~The worker has a white mustache right.jpg	0	2	2774	86	1	2774.000000	117.000000	2657.000000	2584.906223	1883.000000	1431.210602	123.035311	0.917783	3.000000	17.000000
1	3	11	8	The postman is holding a letter.wav	9	practice	~The postman is holding a letter right.jpg	~The postman is holding a letter wrong.jpg	~The postman is holding a letter right.jpg	0	1	1526	73	2	1526.000000	88.000000	1438.000000	2815.895376	1369.000000	1121.567708	67.351912	0.656984	3.000000	7.000000
1	3	11	9	The boy is pushed by his sister.wav	11	passive	~The boy is pushed by his sister right.jpg	~The boy is pushed by his sister wrong.jpg	~The boy is pushed by his sister right.jpg	0	1	1930	165	2	1930.000000	180.000000	1750.000000	3086.606178	1633.000000	1092.848009	225.581301	0.923990	1.000000	13.000000
